お礼,おれい,名詞,thanks; gratitude; manners; etiquette,あの このお礼は今度 ちゃんと…,N4,1
恥ずかしい,はずかしい,形容詞,embarrassing; embarrassed; disgraceful; shameful,カレーです こんなので恥ずかしいけど,N4,1
夫,おっと,名詞,husband,あっ 大丈夫です 苺と夫の分は残したし,N4,1
足りる,たり,動詞,to be sufficient; to be enough; to be worth doing; to be worthy of,足りなければ ストックしてある分から 何か おかず解凍すればいいので,N4,1
焼く,やく,動詞,to burn; to roast; to broil,なら お節介 焼く余裕だってある,N4,1
チェック,ちぇっく,名詞,check (pattern); plaid; check; inspection,｢これ 明日朝までにチェックしてください｣,N4,1
連絡,れんらく,名詞,"contacting; (making) contact; connection (with a train, bus, etc.); joining (a railway line, etc.)",だったら 一言 連絡してよ,N4,1
滑る,すべる,動詞,to slide; to glide; to slip; to skid,あっ あの 滑るんで 気をつけてください,N4,1
探す,さがし,動詞,"to search for; to look for; to search (a house, pocket, etc.); to search through",そういう時は あじさいを探してみたら どうでしょう,N4,1
光,ひかり,名詞,light; illumination; ray,梅雨時でも 日の光が差さない場所でも,N4,1
必ず,かならず,副詞,always; without exception,どこかに 助けてくれる人が 必ずいます,N4,1
謝る,あやまろう,動詞,to apologize; to apologise; to refuse; to decline,ずっと謝ろうと思ってた,N4,1
両方,りょうほう,名詞,both; both sides,仕事も家事も 両方やるって自分で決めた,N4,1
全然,ぜんぜん,副詞,(not) at all; (not) in the slightest; wholly; entirely,でも 全然 思うようにできなくて,N4,1
世界,せかい,名詞,the world; society; sphere; circle,自分だけが 世界から取り残されたような気がして,N4,1
周り,まわり,名詞,circumference; girth; surroundings; neighbourhood,周りは どんどん進んでるのに,N4,1
進む,すすん,動詞,to advance; to go forward; to precede; to go ahead (of),周りは どんどん進んでるのに,N4,1
安全,あんぜん,名詞,safety; security,だから 自分は安全,N4,1
女性,じょせい,名詞,woman; female; feminine gender,女性が家事だけに専念できる余裕は この国には もうないんです,N4,1
食べる,たべ,動詞,to eat; to live on (e.g. a salary); to live off,かわいい～ もう食べちゃいたい,N5,14
仕事,しごと,名詞,work; job; work,えっ じゃあ お仕事は？,N5,13
見る,けん,動詞,to see; to look; to examine; to look over,でも そんな感じしなかったよね 見た目的に,N5,13
聞く,きい,動詞,to hear; to listen (e.g. to music),違う違う そうじゃなくて 育休明けの仕事のこと聞いてるの,N5,9
子供,こども,名詞,child; children,子供はかわいい かわいいけど,N5,8
自分,じぶん,名詞,myself; yourself; I; me,これは自分で選んだ道,N5,8
行く,いく,動詞,to go; to move (towards); to move through; to travel across,じゃあ 行くよ～,N5,6
作る,つくる,動詞,to make; to produce; to prepare (food); to brew (alcohol),何作るか悩みますよね 毎日のことだし,N5,5
今,いま,名詞,now; the present time; another; more,今は便利な家電 いっぱいあるんだし,N5,5
隣,となり,名詞,next (to); adjoining; house next door; neighbouring house,あっ お隣さんだったんだ～ うん いや そうだな,N5,5
帰る,かえっ,動詞,"to return; to come home; to leave (of a guest, customer, etc.)",お隣さん 帰ってきたぞ は～い,N5,5
時間,じかん,名詞,time; hour,家族との時間を選んだ,N5,5
明日,あした,名詞,tomorrow; near future,じゃあ じゃあ え～ 明日の10時に,N5,5
初めて,はじめて,副詞,for the first time; only after ... is it ...; only when ... do you ...,今日は初めての場所にお出かけするから,N5,4
会社,かいしゃ,名詞,company; corporation; one's workplace,あとさ 就労証明書 早めに会社にもらわないとね,N5,4
目,め,名詞,eye; eyeball; eyesight; sight,母親が目を離した隙に手すりを乗り越え,N5,4
休む,やすん,動詞,to be absent; to take a day off; to rest; to have a break,親が休んでるのに 預けっぱなしにするのはダメだから,N5,4
朝,あさ,名詞,morning; breakfast,朝は一分一秒が戦い,N5,4
開ける,ひらけ,動詞,"to open (a door, etc.); to unwrap (e.g. parcel, package); to open (for business, etc.)",篤正 開けて！,N5,4
カレー,かれー,名詞,curry (esp. Japanese curry); rice and curry,カレーです こんなので恥ずかしいけど,N5,4
大人,おとな,名詞,adult; grown-up,誰か大人と,N5,3
名前,なまえ,名詞,name; given name; first name,お名前は？,N5,3
話す,はなす,動詞,to talk; to speak; to tell; to explain,はい 家族以外の人と話すの 久しぶりで,N5,3
夕飯,ゆうはん,名詞,evening meal; dinner,ああ 夕飯？ 献立の話ですか？,N5,3
話,はなし,名詞,talk; speech; topic; subject,ああ 夕飯？ 献立の話ですか？,N5,3
分かる,わかり,動詞,to understand; to comprehend; to become clear; to be known,えっ？ 分かります,N5,3
働く,はたらか,動詞,to work; to labor; to function; to operate,でも働かないと お金かかるしさ,N5,3
住む,すん,動詞,to live (of humans); to reside,5階に住んでいる3歳の男の子で,N5,3
男の子,おとこのこ,名詞,boy; son; young man,5階に住んでいる3歳の男の子で,N5,3
色,いろ,名詞,colour; color; complexion; skin colour,色いっぱ～い,N5,3
花,はな,名詞,flower; blossom; cherry blossom,ママが一番好きな花だよ,N5,3
先,さき,名詞,a short while ago; a moment ago,いいから先に ご飯 食べちゃって,N5,3
一,いち,名詞,one; 1; best,朝は一分一秒が戦い,N5,3
来週,らいしゅう,名詞,next week,うん あっ ねえ 今井くん 来週の防災セミナーの,N5,3
入れる,いれ,動詞,to put in; to let in; to admit; to accept,ママ 気合入れて奮発しちゃいました～,N5,2
家族,かぞく,名詞,family,はい 家族以外の人と話すの 久しぶりで,N5,2
毎日,まいにち,名詞,every day; daily,何作るか悩みますよね 毎日のことだし,N5,2
違う,ちがう,動詞,to differ (from); to be different; to be wrong; to be incorrect,違うって,N5,2
一緒,いっしょ,名詞,(doing) together; one lump; one mixture,一緒に公園に行ったり 児童館に行ったり,N5,2
公園,こうえん,名詞,(public) park,一緒に公園に行ったり 児童館に行ったり,N5,2
昨日,きのう,名詞,yesterday,ラーメン？ ラーメンは昨日 食べたでしょ,N5,2
道,みち,名詞,road; path; route; way,これは自分で選んだ道,N5,2
待つ,まっ,動詞,to wait; to await; to look forward to,ちょっちょっちょっ ちょっ ちょっと待って,N5,2
結構,けっこう,副詞,splendid; nice; sufficient; satisfactory,結構 しんどい仕事じゃないですか,N5,2
置く,おい,動詞,to put; to place; to leave (behind),ママ これ何？ ん？ おもちゃは置いていきなさい,N5,2
出す,だし,動詞,to take out; to get out; to put out; to reveal,子供が熱 出しちゃって 18時までに病院 連れてかないと,N5,2
方,ほう,名詞,direction; way; person; lady,私の方が大変,N5,2
風呂,ふろ,名詞,bath; bathing; bathhouse; public bath,まず ご飯食べさせて お風呂入らせて 寝かせる,N5,2
洗濯,せんたく,名詞,washing; laundry; relaxation; rejuvenation,子供を寝かしつけてから洗濯して,N5,2
元気,げんき,名詞,lively; full of spirit; healthy; well,長野さんが 元気でさえいれば,N5,2
新しい,あたらしい,形容詞,new; novel,ジャジャーン！ 苺ちゃんの新しいお洋服～,N5,1
洋服,ようふく,名詞,Western-style clothes (cf. traditional Japanese clothes),ジャジャーン！ 苺ちゃんの新しいお洋服～,N5,1
見せる,みせ,動詞,to show; to display; to make (something or someone) look ...; to present an appearance of ...,パパにも見せてあげようね,N5,1
知る,しら,動詞,to know; to be aware (of); to sense; to feel,知らないところに飛び込むのは 嫌いじゃないけどね,N5,1
嫌い,きらい,名詞,disliked; hated; tendency; smack (of),知らないところに飛び込むのは 嫌いじゃないけどね,N5,1
バス,ばす,名詞,bus,♫～バスにのって ゆられてる ゴー！ゴー！,N5,1
お金,おきん,名詞,money,でも働かないと お金かかるしさ,N5,1
便利,べんり,名詞,convenient; handy,今は便利な家電 いっぱいあるんだし,N5,1
乗る,のり,動詞,"to get on (train, plane, bus, ship, etc.); to get in; to get on (e.g. a footstool); to step on",時流に乗り遅れちゃったんじゃない？,N5,1
着く,つく,動詞,to arrive at; to reach; to sit on; to sit at (e.g. the table),おうち着くよ～ はい はい…,N5,1
天気,てんき,名詞,weather; fair weather; fine weather,大変ですねえ いえいえ 今日 いい天気ですね,N5,1
長い,ながい,形容詞,"long (distance, length); long (time); protracted",でも 子供と二人きりの時間は長い,N5,1
帽子,ぼうし,名詞,hat; cap,苺 ちゃんと帽子かぶろうね,N5,1
飲む,のむ,動詞,to drink; to swallow; to smoke (tobacco),もう一杯 飲む？ おせんべい食べる？,N5,1
青,あお,名詞,blue; azure; green,青 赤 ピンク,N5,1
赤,あか,名詞,"red; crimson; red-containing colour (e.g. brown, pink, orange)",青 赤 ピンク,N5,1
自転車,じてんしゃ,名詞,bicycle; bike,自転車 速いね,N5,1
速い,はやい,形容詞,fast; quick; early; soon,自転車 速いね,N5,1
今朝,けさ,名詞,this morning,これって 今朝ニュースで見たやつ！?,N5,1
ニュース,にゅーす,名詞,news,これって 今朝ニュースで見たやつ！?,N5,1
出る,しゅつ,動詞,to leave; to exit; to leave (on a journey); to depart,さ～ん！ 篤正くんがベランダに出てる,N5,1
鍵,かぎ,名詞,key; lock,どうしよう 鍵 あの子が持ってて,N5,1
持つ,もっ,動詞,to hold (in one's hand); to take; to possess; to have,どうしよう 鍵 あの子が持ってて,N5,1
忙しい,いそがしい,形容詞,busy; occupied; restless; hurried,いえ そっちも忙しいだろうし,N5,1
早い,はやく,形容詞,fast; quick; early; soon,ブーッ ブー ブー ああ もう 早く食べて,N5,1
毎朝,まいあさ,名詞,every morning,こっちは毎朝 戦争だってのに,N5,1
忘れる,わすれ,動詞,to forget; to leave carelessly,あれ？ 入構証 忘れたんすか？,N5,1
病院,びょういん,名詞,hospital; clinic,子供が熱 出しちゃって 18時までに病院 連れてかないと,N5,1
先月,せんげつ,名詞,last month,先月 売り上げ達成できてないよね,N5,1
軽い,かるく,形容詞,"light (i.e. not heavy); feeling light (i.e. offering little resistance, moving easily); light (i.e. of foot); effortless",ミーティングついでに 軽く食ってきちゃった,N5,1
少し,すこし,副詞,a little; a bit; a little while; a short time,え～っ 話 聞いてよ もう少し話したい,N5,1
時々,ときどき,名詞,sometimes; occasionally; seasonal; of the season,私も時々 見に来るんで,N5,1
全部,ぜんぶ,名詞,all; entire,全部 終わるのが深夜1時か2時,N5,1
横,よこ,名詞,horizontal (as opposed to vertical); side-to-side (as opposed to front-to-back); width,横になって目つぶって,N5,1
寝る,ね,動詞,to sleep (lying down); to go to bed; to lie in bed,寝ている人がいて,N5,1
起きる,おき,動詞,to get up; to rise; to wake up; to be awake,起きてる人がいて,N5,1
手,て,名詞,hand; arm; forepaw; foreleg,手 抜いたっていいんです,N5,1
差す,ささ,動詞,to shine; to be visible,梅雨時でも 日の光が差さない場所でも,N5,1
咲く,さい,動詞,to bloom; to flower; to rise up (of breaking waves),咲いている花って あるじゃないですか,N5,1
近く,ちかく,名詞,"near; neighbourhood; nearly (e.g. ""it took nearly one year""); close to",こんな近くにいたんだなあ,N5,1
雨,あめ,名詞,rain; rainy day; rainy weather,あっ 雨,N5,1
言葉,ことば,名詞,language; dialect; word; phrase,｢対岸の火事｣と いう言葉がある,N5,1
川,かわ,名詞,river; stream; River; the ... river,川の向こう岸の 火事なら,N5,1
飛ぶ,とん,動詞,to fly; to soar; to jump; to leap,こちらまで火の粉は飛んでこない,N5,1
掃除,そうじ,名詞,cleaning; sweeping,掃除 洗濯,N5,1
走る,はしら,動詞,to run; to run (of a vehicle); to drive,篤正 走らないで おいで,N5,1
晩,ばん,名詞,evening; night; dinner; evening meal,おかげさまで 一晩たったらケロッとしてる,N5,1
国,くに,名詞,country; state; region,女性が家事だけに専念できる余裕は この国には もうないんです,N5,1
友達,ともだち,名詞,friend; companion,中谷さんの他に私の友達に 立候補してくれる人はいませんか～！,N5,1
